,Season,GameNumber,EventNumber,Period,AdvantageType,EventTimeFromZero,EventTimeFromTwenty,EventType,EventDetail,TeamCode,VPlayer,VPosition,HPlayer,HPosition,PlayerNumber,PlayerName,ShotType,Zone,Length,ShotResult,ShotTeamCode,ShotPlayerNumber,ShotPlayerName,WinTeamCode,VTeamCode,HTeamCode,HitterTeamCode,HitterPlayerNumber,HitterPlayerName,HitteeTeamCode,HitteePlayerNumber,HitteePlayerName,PenaltyTeamCode,PenaltyPlayerNumber,PenaltyPlayerName,PenaltyType,DrawnByTeamCode,DrawnByPlayerNumber,DrawnByPlayerName,GameDate,GoalNumber,GoalTime,Assist1Player,Assist2Player,TBGoalandEvent,Counts,block,faceoff,giveaway,goal,hit,miss,penalty,shot,takeaway,eventvalue,heventvalue,veventvalue,vp,hp,vgp,hgp,gp,plyr,zs,vzs,hzs,zvp,zhp,zplyr,vmax,vmin,pos,vpos,hmax,hmin,hpos,position
0,2010,20001,34.0,1,EV,401,799.0,HIT,"TOR #28 ORR HIT MTL #14 PLEKANEC, Off. Zone",TOR,14.0,C,37.0,C,,,,O,,,,,,,MTL,TOR,TOR,28.0,ORR,MTL,14.0,PLEKANEC,,,,,,,,,1.0,402.0,,,1.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.5185185185185185,0.4814814814814815,1,1,1,0.4814814814814815,1,-1,1,-3,0,0.0,4,-3,4,4,1,-6,3,3.0
1,2010,20001,34.0,1,EV,401,799.0,HIT,"TOR #28 ORR HIT MTL #14 PLEKANEC, Off. Zone",TOR,81.0,RW,18.0,RW,,,,O,,,,,,,MTL,TOR,TOR,28.0,ORR,MTL,14.0,PLEKANEC,,,,,,,,,1.0,402.0,,,1.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.5185185185185185,0.33333333333333337,1,1,1,0.33333333333333337,1,-1,1,-3,2,2.0,6,-3,4,4,2,-8,1,1.0
2,2010,20001,34.0,1,EV,401,799.0,HIT,"TOR #28 ORR HIT MTL #14 PLEKANEC, Off. Zone",TOR,46.0,LW,28.0,LW,,,,O,,,,,,,MTL,TOR,TOR,28.0,ORR,MTL,14.0,PLEKANEC,,,,,,,,,1.0,402.0,,,1.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.5185185185185185,0.33333333333333337,1,1,1,0.33333333333333337,1,-1,1,-3,2,2.0,5,-3,4,4,2,-8,1,1.0
3,2010,20001,34.0,1,EV,401,799.0,HIT,"TOR #28 ORR HIT MTL #14 PLEKANEC, Off. Zone",TOR,20.0,RD,3.0,RD,,,,O,,,,,,,MTL,TOR,TOR,28.0,ORR,MTL,14.0,PLEKANEC,,,,,,,,,1.0,402.0,,,1.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.33333333333333337,0.4444444444444444,1,1,1,0.4444444444444444,1,-1,1,-2,0,0.0,6,-2,4,4,0,-5,1,1.0
4,2010,20001,34.0,1,EV,401,799.0,HIT,"TOR #28 ORR HIT MTL #14 PLEKANEC, Off. Zone",TOR,45.0,LD,36.0,LD,,,,O,,,,,,,MTL,TOR,TOR,28.0,ORR,MTL,14.0,PLEKANEC,,,,,,,,,1.0,402.0,,,1.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,-0.33333333333333337,-0.037037037037037035,1,1,1,-0.037037037037037035,1,-1,1,-2,0,0.0,6,-2,4,4,0,-6,1,1.0
5,2010,20001,34.0,1,EV,401,799.0,HIT,"TOR #28 ORR HIT MTL #14 PLEKANEC, Off. Zone",TOR,31.0,G,35.0,G,,,,O,,,,,,,MTL,TOR,TOR,28.0,ORR,MTL,14.0,PLEKANEC,,,,,,,,,1.0,402.0,,,1.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.2962962962962963,-0.2962962962962963,1,1,1,-0.2962962962962963,1,-1,1,7,-7,-7.0,7,7,3,3,-7,-7,3,3.0
6,2010,20001,35.0,1,EV,402,798.0,GOAL,"TOR #37 BRENT(1), Tip-In, Off. Zone, 22 ft.Assist: #3 PHANEUF(1)",TOR,14.0,C,37.0,C,37.0,BRENT,Tip-In,O,22.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,1.0,402.0,3 D.PHANEUF(1),,0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.5185185185185185,0.4814814814814815,1,1,1,0.4814814814814815,1,-1,1,-3,0,0.0,4,-3,4,4,1,-6,3,3.0
7,2010,20001,35.0,1,EV,402,798.0,GOAL,"TOR #37 BRENT(1), Tip-In, Off. Zone, 22 ft.Assist: #3 PHANEUF(1)",TOR,81.0,RW,18.0,RW,37.0,BRENT,Tip-In,O,22.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,1.0,402.0,3 D.PHANEUF(1),,0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.5185185185185185,0.33333333333333337,1,1,1,0.33333333333333337,1,-1,1,-3,2,2.0,6,-3,4,4,2,-8,1,1.0
8,2010,20001,35.0,1,EV,402,798.0,GOAL,"TOR #37 BRENT(1), Tip-In, Off. Zone, 22 ft.Assist: #3 PHANEUF(1)",TOR,46.0,LW,28.0,LW,37.0,BRENT,Tip-In,O,22.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,1.0,402.0,3 D.PHANEUF(1),,0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.5185185185185185,0.33333333333333337,1,1,1,0.33333333333333337,1,-1,1,-3,2,2.0,5,-3,4,4,2,-8,1,1.0
9,2010,20001,35.0,1,EV,402,798.0,GOAL,"TOR #37 BRENT(1), Tip-In, Off. Zone, 22 ft.Assist: #3 PHANEUF(1)",TOR,20.0,RD,3.0,RD,37.0,BRENT,Tip-In,O,22.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,1.0,402.0,3 D.PHANEUF(1),,0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.33333333333333337,0.4444444444444444,1,1,1,0.4444444444444444,1,-1,1,-2,0,0.0,6,-2,4,4,0,-5,1,1.0
10,2010,20001,35.0,1,EV,402,798.0,GOAL,"TOR #37 BRENT(1), Tip-In, Off. Zone, 22 ft.Assist: #3 PHANEUF(1)",TOR,45.0,LD,22.0,LD,37.0,BRENT,Tip-In,O,22.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,1.0,402.0,3 D.PHANEUF(1),,0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,-0.33333333333333337,-0.4444444444444444,1,1,1,-0.4444444444444444,1,-1,1,-2,-6,-6.0,6,-2,4,4,0,-6,4,4.0
11,2010,20001,35.0,1,EV,402,798.0,GOAL,"TOR #37 BRENT(1), Tip-In, Off. Zone, 22 ft.Assist: #3 PHANEUF(1)",TOR,31.0,G,35.0,G,37.0,BRENT,Tip-In,O,22.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,1.0,402.0,3 D.PHANEUF(1),,0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.2962962962962963,-0.2962962962962963,1,1,1,-0.2962962962962963,1,-1,1,7,-7,-7.0,7,7,3,3,-7,-7,3,3.0
12,2010,20001,47.0,1,EV,523,677.0,FAC,MTL won Neu. Zone - MTL #15 HALPERN vs TOR #42 BOZAK,MTL,15.0,C,42.0,C,,,,N,,,,,,MTL,MTL,TOR,,,,,,,,,,,,,,2010-10-07,2.0,537.0,,,14.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,-0.14814814814814814,0.14814814814814814,0.2962962962962963,-0.4814814814814815,1,1,1,-0.4814814814814815,0,0,0,3,-6,-6.0,4,-3,3,3,1,-6,4,4.0
13,2010,20001,47.0,1,EV,523,677.0,FAC,MTL won Neu. Zone - MTL #15 HALPERN vs TOR #42 BOZAK,MTL,40.0,RW,81.0,RW,,,,N,,,,,,MTL,MTL,TOR,,,,,,,,,,,,,,2010-10-07,2.0,537.0,,,14.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,-0.14814814814814814,0.14814814814814814,0.8518518518518519,-0.25925925925925924,1,1,1,-0.25925925925925924,0,0,0,6,-5,-5.0,6,-3,1,1,2,-8,3,3.0
14,2010,20001,47.0,1,EV,523,677.0,FAC,MTL won Neu. Zone - MTL #15 HALPERN vs TOR #42 BOZAK,MTL,52.0,LW,32.0,LW,,,,N,,,,,,MTL,MTL,TOR,,,,,,,,,,,,,,2010-10-07,2.0,537.0,,,14.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,-0.14814814814814814,0.14814814814814814,0.1111111111111111,-0.8148148148148149,1,1,1,-0.8148148148148149,0,0,0,5,-8,-8.0,5,-3,1,1,2,-8,4,4.0
15,2010,20001,47.0,1,EV,523,677.0,FAC,MTL won Neu. Zone - MTL #15 HALPERN vs TOR #42 BOZAK,MTL,26.0,RD,8.0,RD,,,,N,,,,,,MTL,MTL,TOR,,,,,,,,,,,,,,2010-10-07,2.0,537.0,,,14.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,-0.14814814814814814,0.14814814814814814,0.2962962962962963,-0.7407407407407407,1,1,1,-0.7407407407407407,0,0,0,3,-5,-5.0,6,-2,3,3,0,-5,4,4.0
16,2010,20001,47.0,1,EV,523,677.0,FAC,MTL won Neu. Zone - MTL #15 HALPERN vs TOR #42 BOZAK,MTL,75.0,LD,36.0,LD,,,,N,,,,,,MTL,MTL,TOR,,,,,,,,,,,,,,2010-10-07,2.0,537.0,,,14.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,-0.14814814814814814,0.14814814814814814,0.2962962962962963,-0.037037037037037035,1,1,1,-0.037037037037037035,0,0,0,3,0,0.0,6,-2,3,3,0,-6,1,1.0
17,2010,20001,47.0,1,EV,523,677.0,FAC,MTL won Neu. Zone - MTL #15 HALPERN vs TOR #42 BOZAK,MTL,31.0,G,35.0,G,,,,N,,,,,,MTL,MTL,TOR,,,,,,,,,,,,,,2010-10-07,2.0,537.0,,,14.0,162,0,1,0,0,0,0,0,0,0,0.14814814814814814,-0.14814814814814814,0.14814814814814814,0.2962962962962963,-0.2962962962962963,1,1,1,-0.2962962962962963,0,0,0,7,-7,-7.0,7,7,3,3,-7,-7,3,3.0
18,2010,20001,48.0,1,EV,531,669.0,HIT,"TOR #8 KOMISAREK HIT MTL #52 DARCHE, Neu. Zone",TOR,15.0,C,42.0,C,,,,N,,,,,,,MTL,TOR,TOR,8.0,KOMISAREK,MTL,52.0,DARCHE,,,,,,,,,2.0,537.0,,,6.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.2962962962962963,-0.4814814814814815,1,1,1,-0.4814814814814815,0,0,0,3,-6,-6.0,4,-3,3,3,1,-6,4,4.0
19,2010,20001,48.0,1,EV,531,669.0,HIT,"TOR #8 KOMISAREK HIT MTL #52 DARCHE, Neu. Zone",TOR,40.0,RW,81.0,RW,,,,N,,,,,,,MTL,TOR,TOR,8.0,KOMISAREK,MTL,52.0,DARCHE,,,,,,,,,2.0,537.0,,,6.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.8518518518518519,-0.25925925925925924,1,1,1,-0.25925925925925924,0,0,0,6,-5,-5.0,6,-3,1,1,2,-8,3,3.0
20,2010,20001,48.0,1,EV,531,669.0,HIT,"TOR #8 KOMISAREK HIT MTL #52 DARCHE, Neu. Zone",TOR,52.0,LW,32.0,LW,,,,N,,,,,,,MTL,TOR,TOR,8.0,KOMISAREK,MTL,52.0,DARCHE,,,,,,,,,2.0,537.0,,,6.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.1111111111111111,-0.8148148148148149,1,1,1,-0.8148148148148149,0,0,0,5,-8,-8.0,5,-3,1,1,2,-8,4,4.0
21,2010,20001,48.0,1,EV,531,669.0,HIT,"TOR #8 KOMISAREK HIT MTL #52 DARCHE, Neu. Zone",TOR,26.0,RD,8.0,RD,,,,N,,,,,,,MTL,TOR,TOR,8.0,KOMISAREK,MTL,52.0,DARCHE,,,,,,,,,2.0,537.0,,,6.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.2962962962962963,-0.7407407407407407,1,1,1,-0.7407407407407407,0,0,0,3,-5,-5.0,6,-2,3,3,0,-5,4,4.0
22,2010,20001,48.0,1,EV,531,669.0,HIT,"TOR #8 KOMISAREK HIT MTL #52 DARCHE, Neu. Zone",TOR,75.0,LD,36.0,LD,,,,N,,,,,,,MTL,TOR,TOR,8.0,KOMISAREK,MTL,52.0,DARCHE,,,,,,,,,2.0,537.0,,,6.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.2962962962962963,-0.037037037037037035,1,1,1,-0.037037037037037035,0,0,0,3,0,0.0,6,-2,3,3,0,-6,1,1.0
23,2010,20001,48.0,1,EV,531,669.0,HIT,"TOR #8 KOMISAREK HIT MTL #52 DARCHE, Neu. Zone",TOR,31.0,G,35.0,G,,,,N,,,,,,,MTL,TOR,TOR,8.0,KOMISAREK,MTL,52.0,DARCHE,,,,,,,,,2.0,537.0,,,6.0,162,0,0,0,0,1,0,0,0,0,0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.2962962962962963,-0.2962962962962963,1,1,1,-0.2962962962962963,0,0,0,7,-7,-7.0,7,7,3,3,-7,-7,3,3.0
24,2010,20001,49.0,1,EV,537,663.0,GOAL,"TOR #81 KESSEL(1), Wrist, Off. Zone, 14 ft.Assists: #42 BOZAK(1); #8 KOMISAREK(1)",TOR,15.0,C,42.0,C,81.0,KESSEL,Wrist,O,14.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,2.0,537.0,42 T.BOZAK(1),8 M.KOMISAREK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.2962962962962963,-0.4814814814814815,1,1,1,-0.4814814814814815,1,-1,1,3,-6,-6.0,4,-3,3,3,1,-6,4,4.0
25,2010,20001,49.0,1,EV,537,663.0,GOAL,"TOR #81 KESSEL(1), Wrist, Off. Zone, 14 ft.Assists: #42 BOZAK(1); #8 KOMISAREK(1)",TOR,40.0,RW,81.0,RW,81.0,KESSEL,Wrist,O,14.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,2.0,537.0,42 T.BOZAK(1),8 M.KOMISAREK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.8518518518518519,-0.25925925925925924,1,1,1,-0.25925925925925924,1,-1,1,6,-5,-5.0,6,-3,1,1,2,-8,3,3.0
26,2010,20001,49.0,1,EV,537,663.0,GOAL,"TOR #81 KESSEL(1), Wrist, Off. Zone, 14 ft.Assists: #42 BOZAK(1); #8 KOMISAREK(1)",TOR,52.0,LW,32.0,LW,81.0,KESSEL,Wrist,O,14.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,2.0,537.0,42 T.BOZAK(1),8 M.KOMISAREK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.1111111111111111,-0.8148148148148149,1,1,1,-0.8148148148148149,1,-1,1,5,-8,-8.0,5,-3,1,1,2,-8,4,4.0
27,2010,20001,49.0,1,EV,537,663.0,GOAL,"TOR #81 KESSEL(1), Wrist, Off. Zone, 14 ft.Assists: #42 BOZAK(1); #8 KOMISAREK(1)",TOR,26.0,RD,8.0,RD,81.0,KESSEL,Wrist,O,14.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,2.0,537.0,42 T.BOZAK(1),8 M.KOMISAREK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.2962962962962963,-0.7407407407407407,1,1,1,-0.7407407407407407,1,-1,1,3,-5,-5.0,6,-2,3,3,0,-5,4,4.0
28,2010,20001,49.0,1,EV,537,663.0,GOAL,"TOR #81 KESSEL(1), Wrist, Off. Zone, 14 ft.Assists: #42 BOZAK(1); #8 KOMISAREK(1)",TOR,75.0,LD,36.0,LD,81.0,KESSEL,Wrist,O,14.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,2.0,537.0,42 T.BOZAK(1),8 M.KOMISAREK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.2962962962962963,-0.037037037037037035,1,1,1,-0.037037037037037035,1,-1,1,3,0,0.0,6,-2,3,3,0,-6,1,1.0
29,2010,20001,49.0,1,EV,537,663.0,GOAL,"TOR #81 KESSEL(1), Wrist, Off. Zone, 14 ft.Assists: #42 BOZAK(1); #8 KOMISAREK(1)",TOR,31.0,G,35.0,G,81.0,KESSEL,Wrist,O,14.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,2.0,537.0,42 T.BOZAK(1),8 M.KOMISAREK(1),0.0,162,0,0,0,1,0,0,0,0,0,0.25925925925925924,0.25925925925925924,-0.25925925925925924,0.2962962962962963,-0.2962962962962963,1,1,1,-0.2962962962962963,1,-1,1,7,-7,-7.0,7,7,3,3,-7,-7,3,3.0
30,2010,20001,66.0,1,EV,737,463.0,SHOT,"MTL ONGOAL - #17 BOYD, Wrap-around, Off. Zone, 13 ft.",MTL,17.0,C,84.0,C,17.0,BOYD,Wrap-around,O,13.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,2.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.6666666666666666,-0.4444444444444445,1,1,1,-0.4444444444444445,1,1,-1,4,-2,-2.0,4,-3,1,1,1,-6,3,3.0
31,2010,20001,66.0,1,EV,737,463.0,SHOT,"MTL ONGOAL - #17 BOYD, Wrap-around, Off. Zone, 13 ft.",MTL,40.0,RW,32.0,RW,17.0,BOYD,Wrap-around,O,13.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,2.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.8518518518518519,-0.8148148148148149,1,1,1,-0.8148148148148149,1,1,-1,6,-8,-8.0,6,-3,1,1,2,-8,4,4.0
32,2010,20001,66.0,1,EV,737,463.0,SHOT,"MTL ONGOAL - #17 BOYD, Wrap-around, Off. Zone, 13 ft.",MTL,52.0,LW,41.0,LW,17.0,BOYD,Wrap-around,O,13.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,2.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.1111111111111111,-0.4444444444444445,1,1,1,-0.4444444444444445,1,1,-1,5,-2,-2.0,5,-3,1,1,2,-8,3,3.0
33,2010,20001,66.0,1,EV,737,463.0,SHOT,"MTL ONGOAL - #17 BOYD, Wrap-around, Off. Zone, 13 ft.",MTL,6.0,RD,8.0,RD,17.0,BOYD,Wrap-around,O,13.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,2.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.3333333333333333,-0.7407407407407407,1,1,1,-0.7407407407407407,1,1,-1,6,-5,-5.0,6,-2,1,1,0,-5,4,4.0
34,2010,20001,66.0,1,EV,737,463.0,SHOT,"MTL ONGOAL - #17 BOYD, Wrap-around, Off. Zone, 13 ft.",MTL,76.0,LD,36.0,LD,17.0,BOYD,Wrap-around,O,13.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,2.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.3333333333333333,-0.037037037037037035,1,1,1,-0.037037037037037035,1,1,-1,6,0,0.0,6,-2,1,1,0,-6,1,1.0
35,2010,20001,66.0,1,EV,737,463.0,SHOT,"MTL ONGOAL - #17 BOYD, Wrap-around, Off. Zone, 13 ft.",MTL,31.0,G,35.0,G,17.0,BOYD,Wrap-around,O,13.0,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,2.0,162,0,0,0,0,0,0,0,1,0,0.2222222222222222,-0.2222222222222222,0.2222222222222222,0.2962962962962963,-0.2962962962962963,1,1,1,-0.2962962962962963,1,1,-1,7,-7,-7.0,7,7,3,3,-7,-7,3,3.0
36,2010,20001,67.0,1,EV,738,462.0,GIVE,"TOR&nbsp;GIVEAWAY - #36 GUNNARSSON, Def. Zone",TOR,17.0,C,84.0,C,36.0,GUNNARSSON,,D,,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,1.0,162,0,0,1,0,0,0,0,0,0,-0.07407407407407407,-0.07407407407407407,0.07407407407407407,0.6666666666666666,-0.4444444444444445,1,1,1,-0.4444444444444445,-1,1,-1,4,-2,-2.0,4,-3,1,1,1,-6,3,3.0
37,2010,20001,67.0,1,EV,738,462.0,GIVE,"TOR&nbsp;GIVEAWAY - #36 GUNNARSSON, Def. Zone",TOR,40.0,RW,32.0,RW,36.0,GUNNARSSON,,D,,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,1.0,162,0,0,1,0,0,0,0,0,0,-0.07407407407407407,-0.07407407407407407,0.07407407407407407,0.8518518518518519,-0.8148148148148149,1,1,1,-0.8148148148148149,-1,1,-1,6,-8,-8.0,6,-3,1,1,2,-8,4,4.0
38,2010,20001,67.0,1,EV,738,462.0,GIVE,"TOR&nbsp;GIVEAWAY - #36 GUNNARSSON, Def. Zone",TOR,52.0,LW,41.0,LW,36.0,GUNNARSSON,,D,,,,,,,MTL,TOR,,,,,,,,,,,,,,,3.0,739.0,,,1.0,162,0,0,1,0,0,0,0,0,0,-0.07407407407407407,-0.07407407407407407,0.07407407407407407,0.1111111111111111,-0.4444444444444445,1,1,1,-0.4444444444444445,-1,1,-1,5,-2,-2.0,5,-3,1,1,2,-8,3,3.0
