,Season,TeamCode,PlayerNumber,PlayerName,PlayerPosition,GP,Goals,Assists,Points,GoalsPerGame,AssistsPerGame,PointsPerGame
223,2010,PIT,87.0,CROSBY,C,41.0,32.0,34.0,66.0,0.7804878048780488,0.8292682926829268,1.6097560975609757
3209,2010,VAN,22.0,SEDIN,L,81.0,41.0,62.0,103.0,0.5061728395061729,0.7654320987654321,1.271604938271605
1523,2010,ANA,10.0,PERRY,R,82.0,50.0,47.0,97.0,0.6097560975609756,0.573170731707317,1.1829268292682926
3203,2010,VAN,33.0,SEDIN,C,82.0,19.0,75.0,94.0,0.23170731707317074,0.9146341463414634,1.146341463414634
1622,2010,ANA,15.0,GETZLAF,C,67.0,19.0,57.0,76.0,0.2835820895522388,0.8507462686567164,1.1343283582089552
1634,2010,ANA,8.0,SELANNE,R,73.0,31.0,49.0,80.0,0.4246575342465753,0.6712328767123288,1.095890410958904
2046,2010,WSH,8.0,OVECHKIN,L,79.0,32.0,53.0,85.0,0.4050632911392405,0.6708860759493671,1.0759493670886076
1305,2010,DAL,91.0,RICHARDS,C,72.0,28.0,49.0,77.0,0.3888888888888889,0.6805555555555556,1.0694444444444444
1517,2010,DET,13.0,DATSYUK,C,56.0,23.0,36.0,59.0,0.4107142857142857,0.6428571428571429,1.0535714285714286
977,2010,CGY,12.0,IGINLA,R,82.0,43.0,43.0,86.0,0.524390243902439,0.524390243902439,1.048780487804878
5449,2010,DET,48.0,EMMERTON,C,1.0,1.0,0.0,1.0,1.0,0.0,1.0
6388,2010,NJ,22.0,URBOM,D,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5362,2010,VAN,25.0,SHIROKOV,L,1.0,1.0,0.0,1.0,1.0,0.0,1.0
800,2010,CHI,88.0,KANE,R,72.0,27.0,45.0,72.0,0.375,0.625,1.0
1511,2010,DET,40.0,ZETTERBERG,L,80.0,24.0,56.0,80.0,0.3,0.7,1.0
1806,2010,BUF,9.0,ROY,C,35.0,10.0,25.0,35.0,0.2857142857142857,0.7142857142857143,1.0
6376,2010,TOR,32.0,COLBORNE,C,1.0,0.0,1.0,1.0,0.0,1.0,1.0
5302,2010,WSH,24.0,WILLSIE,R,1.0,0.0,1.0,1.0,0.0,1.0,1.0
3054,2010,LA,11.0,KOPITAR,C,75.0,25.0,47.0,72.0,0.3333333333333333,0.6266666666666667,0.96
677,2010,CHI,10.0,SHARP,R,74.0,34.0,37.0,71.0,0.4594594594594595,0.5,0.9594594594594594
4879,2010,COL,14.0,FLEISCHMANN,L,22.0,8.0,13.0,21.0,0.36363636363636365,0.5909090909090909,0.9545454545454546
665,2010,CHI,19.0,TOEWS,C,80.0,32.0,44.0,76.0,0.4,0.55,0.95
449,2010,CAR,12.0,STAAL,C,81.0,33.0,43.0,76.0,0.4074074074074074,0.5308641975308642,0.9382716049382716
1448,2010,DAL,21.0,ERIKSSON,L,78.0,27.0,45.0,72.0,0.34615384615384615,0.5769230769230769,0.9230769230769231
2488,2010,OTT,19.0,SPEZZA,C,62.0,21.0,36.0,57.0,0.3387096774193548,0.5806451612903226,0.9193548387096774
1758,2010,BUF,26.0,VANEK,L,80.0,32.0,41.0,73.0,0.4,0.5125,0.9125
1044,2010,EDM,83.0,HEMSKY,R,47.0,14.0,28.0,42.0,0.2978723404255319,0.5957446808510638,0.8936170212765957
3150,2010,VAN,17.0,KESLER,C,82.0,41.0,32.0,73.0,0.5,0.3902439024390244,0.8902439024390244
1115,2010,SJ,12.0,MARLEAU,C,82.0,37.0,36.0,73.0,0.45121951219512196,0.43902439024390244,0.8902439024390244
1021,2010,CGY,40.0,TANGUAY,L,79.0,22.0,48.0,70.0,0.27848101265822783,0.6075949367088608,0.8860759493670886
5521,2010,STL,25.0,STEWART,R,26.0,15.0,8.0,23.0,0.5769230769230769,0.3076923076923077,0.8846153846153846
1121,2010,CBJ,61.0,NASH,L,75.0,32.0,34.0,66.0,0.4266666666666667,0.4533333333333333,0.88
1139,2010,SJ,8.0,PAVELSKI,C,74.0,20.0,45.0,65.0,0.2702702702702703,0.6081081081081081,0.8783783783783784
671,2010,CHI,81.0,HOSSA,R,65.0,25.0,32.0,57.0,0.38461538461538464,0.49230769230769234,0.8769230769230769
1091,2010,SJ,19.0,THORNTON,C,80.0,21.0,49.0,70.0,0.2625,0.6125,0.875
443,2010,MIN,9.0,KOIVU,C,71.0,17.0,45.0,62.0,0.23943661971830985,0.6338028169014085,0.8732394366197183
1601,2010,ANA,9.0,RYAN,R,82.0,34.0,37.0,71.0,0.4146341463414634,0.45121951219512196,0.8658536585365854
1287,2010,DAL,63.0,RIBEIRO,C,82.0,19.0,52.0,71.0,0.23170731707317074,0.6341463414634146,0.8658536585365854
2852,2010,STL,10.0,MCDONALD,C,58.0,20.0,30.0,50.0,0.3448275862068966,0.5172413793103449,0.8620689655172413
385,2010,PIT,71.0,MALKIN,C,43.0,15.0,22.0,37.0,0.3488372093023256,0.5116279069767442,0.8604651162790697
1816,2010,BUF,21.0,STAFFORD,R,61.0,31.0,21.0,52.0,0.5081967213114754,0.3442622950819672,0.8524590163934426
1612,2010,ANA,17.0,VISNOVSKY,D,81.0,18.0,51.0,69.0,0.2222222222222222,0.6296296296296297,0.8518518518518519
2506,2010,NYI,91.0,TAVARES,C,79.0,29.0,38.0,67.0,0.3670886075949367,0.4810126582278481,0.8481012658227848
235,2010,PHI,48.0,BRIERE,C,77.0,34.0,31.0,65.0,0.44155844155844154,0.4025974025974026,0.8441558441558441
2040,2010,WSH,19.0,BACKSTROM,C,77.0,18.0,47.0,65.0,0.23376623376623376,0.6103896103896104,0.8441558441558441
391,2010,PHI,28.0,GIROUX,R,82.0,25.0,44.0,69.0,0.3048780487804878,0.5365853658536586,0.8414634146341463
734,2010,COL,9.0,DUCHENE,C,80.0,27.0,40.0,67.0,0.3375,0.5,0.8375
806,2010,COL,25.0,STEWART,R,36.0,13.0,17.0,30.0,0.3611111111111111,0.4722222222222222,0.8333333333333334
2159,2010,WSH,28.0,SEMIN,R,65.0,28.0,26.0,54.0,0.4307692307692308,0.4,0.8307692307692308
1225,2010,SJ,29.0,CLOWE,L,75.0,24.0,38.0,62.0,0.32,0.5066666666666667,0.8266666666666667
2171,2010,BOS,46.0,KREJCI,C,75.0,13.0,49.0,62.0,0.17333333333333334,0.6533333333333333,0.8266666666666667
2327,2010,PHX,19.0,DOAN,R,72.0,19.0,40.0,59.0,0.2638888888888889,0.5555555555555556,0.8194444444444444
1368,2010,DAL,14.0,BENN,L,69.0,22.0,34.0,56.0,0.3188405797101449,0.4927536231884058,0.8115942028985508
2383,2010,NYR,24.0,CALLAHAN,R,60.0,23.0,25.0,48.0,0.38333333333333336,0.4166666666666667,0.8
1193,2010,SJ,15.0,HEATLEY,L,80.0,26.0,38.0,64.0,0.325,0.475,0.8
4329,2010,LA,21.0,PARSE,R,5.0,1.0,3.0,4.0,0.2,0.6,0.8
611,2010,MIN,24.0,HAVLAT,R,78.0,22.0,40.0,62.0,0.28205128205128205,0.5128205128205128,0.7948717948717948
5545,2010,NYR,20.0,PROSPAL,L,29.0,9.0,14.0,23.0,0.3103448275862069,0.4827586206896552,0.7931034482758621
2261,2010,PHX,13.0,WHITNEY,L,72.0,17.0,40.0,57.0,0.2361111111111111,0.5555555555555556,0.7916666666666666
689,2010,COL,23.0,HEJDUK,R,71.0,22.0,34.0,56.0,0.30985915492957744,0.4788732394366197,0.7887323943661971
2425,2010,NYR,10.0,GABORIK,R,61.0,22.0,26.0,48.0,0.36065573770491804,0.4262295081967213,0.7868852459016393
2365,2010,BOS,17.0,LUCIC,L,79.0,30.0,32.0,62.0,0.379746835443038,0.4050632911392405,0.7848101265822784
2967,2010,NSH,10.0,ERAT,R,64.0,17.0,33.0,50.0,0.265625,0.515625,0.78125
3165,2010,LA,14.0,WILLIAMS,R,73.0,22.0,35.0,57.0,0.3013698630136986,0.4794520547945205,0.7808219178082192
114,2010,TOR,81.0,KESSEL,C,82.0,32.0,32.0,64.0,0.3902439024390244,0.3902439024390244,0.7804878048780488
1011,2010,EDM,6.0,WHITNEY,D,35.0,1.0,26.0,27.0,0.02857142857142857,0.7428571428571429,0.7714285714285715
724,2010,COL,26.0,STASTNY,C,74.0,22.0,35.0,57.0,0.2972972972972973,0.47297297297297297,0.7702702702702703
623,2010,CAR,53.0,SKINNER,C,82.0,31.0,32.0,63.0,0.3780487804878049,0.3902439024390244,0.7682926829268293
1421,2010,NJ,26.0,ELIAS,L,81.0,21.0,41.0,62.0,0.25925925925925924,0.5061728395061729,0.7654320987654321
150,2010,TOR,16.0,MACARTHUR,L,81.0,21.0,41.0,62.0,0.25925925925925924,0.5061728395061729,0.7654320987654321
5885,2010,CAR,61.0,STILLMAN,L,21.0,5.0,11.0,16.0,0.23809523809523808,0.5238095238095238,0.7619047619047619
1688,2010,DET,28.0,RAFALSKI,D,63.0,4.0,44.0,48.0,0.06349206349206349,0.6984126984126984,0.7619047619047619
2811,2010,STL,42.0,BACKES,R,82.0,31.0,31.0,62.0,0.3780487804878049,0.3780487804878049,0.7560975609756098
1583,2010,DET,5.0,LIDSTROM,D,82.0,16.0,46.0,62.0,0.1951219512195122,0.5609756097560976,0.7560975609756098
545,2010,CAR,36.0,JOKINEN,L,69.0,19.0,33.0,52.0,0.2753623188405797,0.4782608695652174,0.7536231884057971
5605,2010,PIT,38.0,JOHNSON,R,4.0,1.0,2.0,3.0,0.25,0.5,0.75
1481,2010,NJ,17.0,KOVALCHUK,L,81.0,31.0,29.0,60.0,0.38271604938271603,0.35802469135802467,0.7407407407407407
12,2010,MTL,14.0,PLEKANEC,C,77.0,22.0,35.0,57.0,0.2857142857142857,0.45454545454545453,0.7402597402597403
5767,2010,ATL,26.0,WHEELER,R,23.0,7.0,10.0,17.0,0.30434782608695654,0.43478260869565216,0.7391304347826086
2082,2010,ATL,16.0,LADD,L,81.0,29.0,30.0,59.0,0.35802469135802467,0.37037037037037035,0.7283950617283951
397,2010,PIT,14.0,KUNITZ,L,66.0,23.0,25.0,48.0,0.3484848484848485,0.3787878787878788,0.7272727272727273
295,2010,PHI,17.0,CARTER,C,80.0,36.0,22.0,58.0,0.45,0.275,0.725
1505,2010,DET,93.0,FRANZEN,C,76.0,28.0,27.0,55.0,0.3684210526315789,0.35526315789473684,0.7236842105263158
2681,2010,TB,91.0,STAMKOS,C,82.0,45.0,14.0,59.0,0.5487804878048781,0.17073170731707318,0.7195121951219512
2201,2010,PHX,3.0,YANDLE,D,82.0,12.0,47.0,59.0,0.14634146341463414,0.573170731707317,0.7195121951219512
102,2010,TOR,84.0,GRABOVSKI,C,81.0,29.0,29.0,58.0,0.35802469135802467,0.35802469135802467,0.7160493827160493
343,2010,PHI,18.0,RICHARDS,C,81.0,23.0,35.0,58.0,0.2839506172839506,0.43209876543209874,0.7160493827160493
5611,2010,PIT,12.0,STERLING,L,7.0,3.0,2.0,5.0,0.42857142857142855,0.2857142857142857,0.7142857142857143
1922,2010,BUF,29.0,POMINVILLE,R,73.0,22.0,30.0,52.0,0.3013698630136986,0.410958904109589,0.7123287671232876
2512,2010,NYI,20.0,WISNIEWSKI,D,31.0,3.0,19.0,22.0,0.0967741935483871,0.6129032258064516,0.7096774193548387
1175,2010,SJ,39.0,COUTURE,C,79.0,32.0,24.0,56.0,0.4050632911392405,0.3037974683544304,0.7088607594936709
2806,2010,STL,20.0,STEEN,C,72.0,20.0,31.0,51.0,0.2777777777777778,0.4305555555555556,0.7083333333333334
2142,2010,ATL,39.0,ENSTROM,D,72.0,10.0,41.0,51.0,0.1388888888888889,0.5694444444444444,0.7083333333333334
2631,2010,MTL,13.0,CAMMALLERI,L,67.0,19.0,28.0,47.0,0.2835820895522388,0.417910447761194,0.7014925373134329
2840,2010,STL,57.0,PERRON,L,10.0,5.0,2.0,7.0,0.5,0.2,0.7
2315,2010,BOS,37.0,BERGERON,C,80.0,22.0,34.0,56.0,0.275,0.425,0.7
5991,2010,FLA,14.0,SAMSONOV,L,20.0,3.0,11.0,14.0,0.15,0.55,0.7
5141,2010,MTL,20.0,WISNIEWSKI,D,43.0,7.0,23.0,30.0,0.16279069767441862,0.5348837209302325,0.6976744186046512
3403,2010,NYI,40.0,GRABNER,R,76.0,34.0,19.0,53.0,0.4473684210526316,0.25,0.6973684210526315
108,2010,TOR,41.0,KULEMIN,L,82.0,30.0,27.0,57.0,0.36585365853658536,0.32926829268292684,0.6951219512195121
3090,2010,LA,23.0,BROWN,L,82.0,28.0,29.0,57.0,0.34146341463414637,0.35365853658536583,0.6951219512195121
1097,2010,CBJ,18.0,UMBERGER,C,82.0,25.0,32.0,57.0,0.3048780487804878,0.3902439024390244,0.6951219512195121
635,2010,CAR,15.0,RUUTU,R,82.0,19.0,38.0,57.0,0.23170731707317074,0.4634146341463415,0.6951219512195121
2871,2010,STL,74.0,OSHIE,C,49.0,12.0,22.0,34.0,0.24489795918367346,0.4489795918367347,0.6938775510204082
5177,2010,PIT,11.0,STAAL,C,42.0,11.0,18.0,29.0,0.2619047619047619,0.42857142857142855,0.6904761904761905
2183,2010,BOS,18.0,HORTON,R,77.0,26.0,27.0,53.0,0.33766233766233766,0.35064935064935066,0.6883116883116883
3570,2010,NSH,74.0,KOSTITSYN,L,73.0,23.0,27.0,50.0,0.3150684931506849,0.3698630136986301,0.684931506849315
870,2010,CGY,13.0,JOKINEN,C,79.0,17.0,37.0,54.0,0.21518987341772153,0.46835443037974683,0.6835443037974683
1363,2010,DAL,10.0,MORROW,L,82.0,33.0,23.0,56.0,0.4024390243902439,0.2804878048780488,0.6829268292682927
1706,2010,DET,11.0,CLEARY,R,68.0,26.0,20.0,46.0,0.38235294117647056,0.29411764705882354,0.6764705882352942
5023,2010,MTL,67.0,PACIORETTY,L,36.0,14.0,10.0,24.0,0.3888888888888889,0.2777777777777778,0.6666666666666666
4276,2010,VAN,14.0,BURROWS,L,72.0,26.0,22.0,48.0,0.3611111111111111,0.3055555555555556,0.6666666666666666
5479,2010,VAN,57.0,SWEATT,D,3.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
3155,2010,VAN,26.0,SAMUELSSON,R,75.0,18.0,32.0,50.0,0.24,0.4266666666666667,0.6666666666666666
5962,2010,BUF,22.0,BOYES,R,21.0,5.0,9.0,14.0,0.23809523809523808,0.42857142857142855,0.6666666666666666
3220,2010,VAN,23.0,EDLER,D,51.0,8.0,26.0,34.0,0.1568627450980392,0.5098039215686274,0.6666666666666666
2455,2010,NYR,17.0,DUBINSKY,C,77.0,23.0,28.0,51.0,0.2987012987012987,0.36363636363636365,0.6623376623376623
2675,2010,TB,4.0,LECAVALIER,C,65.0,25.0,18.0,43.0,0.38461538461538464,0.27692307692307694,0.6615384615384615
2861,2010,STL,22.0,BOYES,R,62.0,12.0,29.0,41.0,0.1935483870967742,0.46774193548387094,0.6612903225806451
1403,2010,DAL,18.0,NEAL,L,59.0,21.0,18.0,39.0,0.3559322033898305,0.3050847457627119,0.6610169491525424
4863,2010,MIN,96.0,BOUCHARD,C,59.0,12.0,27.0,39.0,0.2033898305084746,0.4576271186440678,0.6610169491525424
48,2010,TOR,32.0,VERSTEEG,R,53.0,14.0,21.0,35.0,0.2641509433962264,0.39622641509433965,0.660377358490566
1249,2010,SJ,22.0,BOYLE,D,76.0,9.0,41.0,50.0,0.11842105263157894,0.5394736842105263,0.6578947368421053
202,2010,TOR,15.0,KABERLE,D,58.0,3.0,35.0,38.0,0.05172413793103448,0.603448275862069,0.6551724137931034
2596,2010,NYI,26.0,MOULSON,L,81.0,31.0,22.0,53.0,0.38271604938271603,0.2716049382716049,0.654320987654321
2064,2010,ATL,33.0,BYFUGLIEN,R,81.0,21.0,32.0,53.0,0.25925925925925924,0.3950617283950617,0.654320987654321
5515,2010,STL,12.0,SHATTENKIRK,D,26.0,2.0,15.0,17.0,0.07692307692307693,0.5769230769230769,0.6538461538461539
5838,2010,DAL,33.0,GOLIGOSKI,D,23.0,5.0,10.0,15.0,0.21739130434782608,0.43478260869565216,0.6521739130434783
882,2010,EDM,4.0,HALL,L,65.0,22.0,20.0,42.0,0.3384615384615385,0.3076923076923077,0.6461538461538462
1027,2010,CGY,8.0,MORRISON,C,65.0,9.0,33.0,42.0,0.13846153846153847,0.5076923076923077,0.6461538461538462
2584,2010,NYI,15.0,PARENTEAU,R,79.0,20.0,31.0,51.0,0.25316455696202533,0.3924050632911392,0.6455696202531646
876,2010,EDM,27.0,PENNER,R,62.0,22.0,18.0,40.0,0.3548387096774194,0.2903225806451613,0.6451612903225806
3296,2010,FLA,9.0,WEISS,C,76.0,21.0,28.0,49.0,0.27631578947368424,0.3684210526315789,0.6447368421052632
2052,2010,ATL,10.0,LITTLE,R,76.0,18.0,31.0,49.0,0.23684210526315788,0.40789473684210525,0.6447368421052632
1157,2010,CBJ,16.0,BRASSARD,C,73.0,17.0,30.0,47.0,0.2328767123287671,0.410958904109589,0.6438356164383562
5599,2010,TOR,19.0,LUPUL,R,28.0,9.0,9.0,18.0,0.32142857142857145,0.32142857142857145,0.6428571428571429
2801,2010,STL,21.0,BERGLUND,C,81.0,22.0,30.0,52.0,0.2716049382716049,0.37037037037037035,0.6419753086419753
265,2010,PHI,22.0,LEINO,L,81.0,19.0,33.0,52.0,0.2345679012345679,0.4074074074074074,0.6419753086419753
2938,2010,NSH,11.0,LEGWAND,C,64.0,17.0,24.0,41.0,0.265625,0.375,0.640625
5979,2010,WSH,44.0,ARNOTT,C,11.0,4.0,3.0,7.0,0.36363636363636365,0.2727272727272727,0.6363636363636364
581,2010,CAR,26.0,COLE,L,82.0,26.0,26.0,52.0,0.3170731707317073,0.3170731707317073,0.6341463414634146
3138,2010,VAN,5.0,EHRHOFF,D,79.0,14.0,36.0,50.0,0.17721518987341772,0.45569620253164556,0.6329113924050633
2343,2010,BOS,28.0,RECCHI,R,78.0,14.0,35.0,49.0,0.1794871794871795,0.44871794871794873,0.6282051282051282
1056,2010,CGY,17.0,BOURQUE,R,80.0,27.0,23.0,50.0,0.3375,0.2875,0.625
367,2010,PIT,58.0,LETANG,D,82.0,8.0,43.0,51.0,0.0975609756097561,0.524390243902439,0.6219512195121951
2524,2010,NYI,51.0,NIELSEN,C,71.0,13.0,31.0,44.0,0.18309859154929578,0.43661971830985913,0.6197183098591549
1764,2010,BUF,19.0,CONNOLLY,C,68.0,13.0,29.0,42.0,0.19117647058823528,0.4264705882352941,0.6176470588235294
701,2010,COL,4.0,LILES,D,75.0,6.0,40.0,46.0,0.08,0.5333333333333333,0.6133333333333333
5296,2010,CBJ,14.0,CLITSOME,D,31.0,4.0,15.0,19.0,0.12903225806451613,0.4838709677419355,0.6129032258064516
259,2010,PHI,19.0,HARTNELL,L,82.0,25.0,25.0,50.0,0.3048780487804878,0.3048780487804878,0.6097560975609756
954,2010,EDM,14.0,EBERLE,C,69.0,18.0,24.0,42.0,0.2608695652173913,0.34782608695652173,0.6086956521739131
2962,2010,NSH,27.0,HORNQVIST,R,79.0,21.0,27.0,48.0,0.26582278481012656,0.34177215189873417,0.6075949367088608
2267,2010,PHX,17.0,VRBATA,R,79.0,19.0,29.0,48.0,0.24050632911392406,0.3670886075949367,0.6075949367088608
782,2010,CHI,36.0,BOLLAND,C,61.0,15.0,22.0,37.0,0.2459016393442623,0.36065573770491804,0.6065573770491803
1001,2010,EDM,89.0,GAGNER,C,68.0,15.0,26.0,41.0,0.22058823529411764,0.38235294117647056,0.6029411764705882
1499,2010,ANA,11.0,KOIVU,C,75.0,15.0,30.0,45.0,0.2,0.4,0.6
1881,2010,OTT,65.0,KARLSSON,D,75.0,13.0,32.0,45.0,0.17333333333333334,0.4266666666666667,0.6
3215,2010,LA,94.0,SMYTH,L,82.0,25.0,24.0,49.0,0.3048780487804878,0.2926829268292683,0.5975609756097561
1887,2010,BUF,63.0,ENNIS,C,82.0,20.0,29.0,49.0,0.24390243902439024,0.35365853658536583,0.5975609756097561
2773,2010,TB,6.0,MALONE,L,54.0,14.0,18.0,32.0,0.25925925925925924,0.3333333333333333,0.5925925925925926
2094,2010,ATL,9.0,KANE,L,73.0,19.0,24.0,43.0,0.2602739726027397,0.3287671232876712,0.589041095890411
1187,2010,CBJ,50.0,VERMETTE,C,82.0,19.0,29.0,48.0,0.23170731707317074,0.35365853658536583,0.5853658536585366
842,2010,CHI,7.0,SEABROOK,D,82.0,9.0,39.0,48.0,0.10975609756097561,0.47560975609756095,0.5853658536585366
1728,2010,OTT,11.0,ALFREDSSON,R,53.0,14.0,17.0,31.0,0.2641509433962264,0.32075471698113206,0.5849056603773585
4903,2010,OTT,16.0,BUTLER,R,36.0,10.0,11.0,21.0,0.2777777777777778,0.3055555555555556,0.5833333333333334
653,2010,MIN,15.0,BRUNETTE,L,79.0,18.0,28.0,46.0,0.22784810126582278,0.35443037974683544,0.5822784810126582
1133,2010,CBJ,93.0,VORACEK,R,79.0,14.0,32.0,46.0,0.17721518987341772,0.4050632911392405,0.5822784810126582
1127,2010,CBJ,20.0,HUSELIUS,L,38.0,14.0,8.0,22.0,0.3684210526315789,0.21052631578947367,0.5789473684210527
854,2010,COL,54.0,JONES,R,76.0,27.0,17.0,44.0,0.35526315789473684,0.2236842105263158,0.5789473684210527
1956,2010,ATL,47.0,PEVERLEY,C,59.0,14.0,20.0,34.0,0.23728813559322035,0.3389830508474576,0.576271186440678
515,2010,MIN,8.0,BURNS,D,80.0,17.0,29.0,46.0,0.2125,0.3625,0.575
989,2010,EDM,10.0,HORCOFF,C,47.0,9.0,18.0,27.0,0.19148936170212766,0.3829787234042553,0.574468085106383
2904,2010,NSH,6.0,WEBER,D,82.0,16.0,31.0,47.0,0.1951219512195122,0.3780487804878049,0.573170731707317
2034,2010,WSH,21.0,LAICH,L,82.0,16.0,31.0,47.0,0.1951219512195122,0.3780487804878049,0.573170731707317
2529,2010,NYI,57.0,COMEAU,L,77.0,24.0,20.0,44.0,0.3116883116883117,0.2597402597402597,0.5714285714285714
1109,2010,SJ,16.0,SETOGUCHI,R,72.0,22.0,19.0,41.0,0.3055555555555556,0.2638888888888889,0.5694444444444444
2888,2010,NSH,20.0,SUTER,D,67.0,4.0,34.0,38.0,0.05970149253731343,0.5074626865671642,0.5671641791044776
3120,2010,VAN,21.0,RAYMOND,L,69.0,15.0,24.0,39.0,0.21739130434782608,0.34782608695652173,0.5652173913043478
4317,2010,COL,8.0,SHATTENKIRK,D,46.0,7.0,19.0,26.0,0.15217391304347827,0.41304347826086957,0.5652173913043478
271,2010,PIT,48.0,KENNEDY,C,80.0,21.0,24.0,45.0,0.2625,0.3,0.5625
197,2010,MTL,21.0,GIONTA,R,82.0,29.0,17.0,46.0,0.35365853658536583,0.2073170731707317,0.5609756097560976
2165,2010,ATL,18.0,BERGFORS,R,52.0,11.0,18.0,29.0,0.21153846153846154,0.34615384615384615,0.5576923076923077
