,Season,TeamCode,PlayerNumber,PlayerName,PlayerPosition,GP,Goals,Assists,Points,GoalsPerGame,AssistsPerGame,PointsPerGame
3367,2010,FLA,67.0,FROLIK,R,52.0,8.0,21.0,29.0,0.15384615384615385,0.40384615384615385,0.5576923076923077
42,2010,MTL,46.0,KOSTITSYN,L,81.0,20.0,25.0,45.0,0.24691358024691357,0.30864197530864196,0.5555555555555556
1565,2010,DET,44.0,BERTUZZI,R,81.0,16.0,29.0,45.0,0.19753086419753085,0.35802469135802467,0.5555555555555556
1670,2010,DET,51.0,FILPPULA,C,71.0,16.0,23.0,39.0,0.22535211267605634,0.323943661971831,0.5492957746478874
719,2010,CHI,2.0,KEITH,D,82.0,7.0,38.0,45.0,0.08536585365853659,0.4634146341463415,0.5487804878048781
491,2010,MIN,48.0,LATENDRESSE,L,11.0,3.0,3.0,6.0,0.2727272727272727,0.2727272727272727,0.5454545454545454
2789,2010,STL,27.0,PIETRANGELO,D,79.0,11.0,32.0,43.0,0.13924050632911392,0.4050632911392405,0.5443037974683544
2749,2010,TB,16.0,PURCELL,R,81.0,17.0,27.0,44.0,0.20987654320987653,0.3333333333333333,0.5432098765432098
2279,2010,BOS,33.0,CHARA,D,81.0,14.0,30.0,44.0,0.1728395061728395,0.37037037037037035,0.5432098765432098
5491,2010,OTT,52.0,GREENING,C,24.0,6.0,7.0,13.0,0.25,0.2916666666666667,0.5416666666666666
3308,2010,FLA,6.0,WIDEMAN,D,61.0,9.0,24.0,33.0,0.14754098360655737,0.39344262295081966,0.5409836065573771
2359,2010,BOS,63.0,MARCHAND,C,76.0,21.0,20.0,41.0,0.27631578947368424,0.2631578947368421,0.5394736842105263
1640,2010,ANA,54.0,FOWLER,D,13.0,1.0,6.0,7.0,0.07692307692307693,0.46153846153846156,0.5384615384615384
2470,2010,NYR,21.0,STEPAN,C,82.0,21.0,23.0,44.0,0.25609756097560976,0.2804878048780488,0.5365853658536586
1323,2010,NJ,19.0,ZAJAC,C,82.0,13.0,31.0,44.0,0.15853658536585366,0.3780487804878049,0.5365853658536586
4293,2010,CGY,25.0,MOSS,R,58.0,17.0,14.0,31.0,0.29310344827586204,0.2413793103448276,0.5344827586206896
906,2010,CGY,20.0,GLENCROSS,L,79.0,24.0,18.0,42.0,0.3037974683544304,0.22784810126582278,0.5316455696202531
5071,2010,LA,10.0,STURM,L,17.0,3.0,6.0,9.0,0.17647058823529413,0.35294117647058826,0.5294117647058824
707,2010,COL,40.0,OLVER,C,17.0,2.0,7.0,9.0,0.11764705882352941,0.4117647058823529,0.5294117647058824
4963,2010,EDM,23.0,OMARK,L,51.0,5.0,22.0,27.0,0.09803921568627451,0.43137254901960786,0.5294117647058824
1700,2010,DET,26.0,HUDLER,C,70.0,10.0,27.0,37.0,0.14285714285714285,0.38571428571428573,0.5285714285714286
5290,2010,NYR,86.0,WOLSKI,L,36.0,6.0,13.0,19.0,0.16666666666666666,0.3611111111111111,0.5277777777777778
1968,2010,ATL,80.0,ANTROPOV,C,76.0,15.0,25.0,40.0,0.19736842105263158,0.32894736842105265,0.5263157894736842
5391,2010,NYI,21.0,OKPOSO,R,38.0,5.0,15.0,20.0,0.13157894736842105,0.39473684210526316,0.5263157894736842
3182,2010,LA,8.0,DOUGHTY,D,76.0,9.0,31.0,40.0,0.11842105263157894,0.40789473684210525,0.5263157894736842
241,2010,PIT,3.0,GOLIGOSKI,D,59.0,9.0,22.0,31.0,0.15254237288135594,0.3728813559322034,0.5254237288135594
5236,2010,CBJ,11.0,CALVERT,L,40.0,12.0,9.0,21.0,0.3,0.225,0.525
752,2010,CHI,82.0,KOPECKY,R,80.0,15.0,27.0,42.0,0.1875,0.3375,0.525
5077,2010,NYR,36.0,ZUCCARELLO,C,40.0,6.0,15.0,21.0,0.15,0.375,0.525
3078,2010,LA,28.0,STOLL,C,82.0,20.0,23.0,43.0,0.24390243902439024,0.2804878048780488,0.524390243902439
2449,2010,NYR,42.0,ANISIMOV,C,82.0,18.0,25.0,43.0,0.21951219512195122,0.3048780487804878,0.524390243902439
2705,2010,TB,12.0,GAGNE,L,63.0,17.0,16.0,33.0,0.2698412698412698,0.25396825396825395,0.5238095238095238
4596,2010,ANA,4.0,FOWLER,D,63.0,9.0,24.0,33.0,0.14285714285714285,0.38095238095238093,0.5238095238095238
1379,2010,NJ,12.0,ROLSTON,R,65.0,14.0,20.0,34.0,0.2153846153846154,0.3076923076923077,0.5230769230769231
3361,2010,FLA,61.0,STILLMAN,L,44.0,7.0,16.0,23.0,0.1590909090909091,0.36363636363636365,0.5227272727272727
3576,2010,MIN,3.0,ZIDLICKY,D,46.0,7.0,17.0,24.0,0.15217391304347827,0.3695652173913043,0.5217391304347826
4915,2010,ANA,19.0,LUPUL,R,25.0,5.0,8.0,13.0,0.2,0.32,0.52
2219,2010,BOS,73.0,RYDER,R,79.0,18.0,23.0,41.0,0.22784810126582278,0.2911392405063291,0.5189873417721519
1658,2010,DET,96.0,HOLMSTROM,L,72.0,18.0,19.0,37.0,0.25,0.2638888888888889,0.5138888888888888
3072,2010,LA,3.0,JOHNSON,D,82.0,5.0,37.0,42.0,0.06097560975609756,0.45121951219512196,0.5121951219512195
2990,2010,NSH,26.0,SULLIVAN,L,43.0,10.0,12.0,22.0,0.23255813953488372,0.27906976744186046,0.5116279069767442
2130,2010,WSH,22.0,KNUBLE,R,79.0,24.0,16.0,40.0,0.3037974683544304,0.20253164556962025,0.5063291139240507
2249,2010,PHX,28.0,KORPIKOSKI,L,79.0,19.0,21.0,40.0,0.24050632911392406,0.26582278481012656,0.5063291139240507
6068,2010,CBJ,8.0,UPSHALL,R,4.0,2.0,0.0,2.0,0.5,0.0,0.5
1905,2010,OTT,9.0,MICHALEK,L,66.0,18.0,15.0,33.0,0.2727272727272727,0.22727272727272727,0.5
6322,2010,MIN,45.0,MCMILLAN,R,4.0,1.0,1.0,2.0,0.25,0.25,0.5
3385,2010,FLA,13.0,SANTORELLI,C,82.0,20.0,21.0,41.0,0.24390243902439024,0.25609756097560976,0.5
1821,2010,BUF,3.0,LEOPOLD,D,70.0,13.0,22.0,35.0,0.18571428571428572,0.3142857142857143,0.5
1950,2010,ATL,22.0,STEWART,R,78.0,14.0,25.0,39.0,0.1794871794871795,0.32051282051282054,0.5
5380,2010,NSH,24.0,HALISCHUK,R,24.0,4.0,8.0,12.0,0.16666666666666666,0.3333333333333333,0.5
479,2010,MIN,7.0,CULLEN,C,78.0,12.0,27.0,39.0,0.15384615384615385,0.34615384615384615,0.5
509,2010,CAR,77.0,CORVO,D,82.0,11.0,30.0,41.0,0.13414634146341464,0.36585365853658536,0.5
2518,2010,NYI,93.0,WEIGHT,C,18.0,2.0,7.0,9.0,0.1111111111111111,0.3888888888888889,0.5
960,2010,CGY,5.0,GIORDANO,D,82.0,8.0,33.0,41.0,0.0975609756097561,0.4024390243902439,0.5
5973,2010,WSH,6.0,WIDEMAN,D,14.0,1.0,6.0,7.0,0.07142857142857142,0.42857142857142855,0.5
4282,2010,BUF,40.0,LALIME,,2.0,0.0,1.0,1.0,0.0,0.5,0.5
6287,2010,CBJ,33.0,KUBALIK,R,4.0,0.0,2.0,2.0,0.0,0.5,0.5
18,2010,MTL,76.0,SUBBAN,D,77.0,14.0,24.0,38.0,0.18181818181818182,0.3116883116883117,0.4935064935064935
1927,2010,OTT,27.0,KOVALEV,R,53.0,14.0,12.0,26.0,0.2641509433962264,0.22641509433962265,0.49056603773584906
2148,2010,WSH,52.0,GREEN,D,49.0,8.0,16.0,24.0,0.16326530612244897,0.32653061224489793,0.4897959183673469
4287,2010,NYI,44.0,SCHREMP,C,45.0,10.0,12.0,22.0,0.2222222222222222,0.26666666666666666,0.4888888888888889
5200,2010,MTL,58.0,DESHARNAIS,C,43.0,8.0,13.0,21.0,0.18604651162790697,0.3023255813953488,0.4883720930232558
3302,2010,FLA,10.0,BOOTH,L,82.0,23.0,17.0,40.0,0.2804878048780488,0.2073170731707317,0.4878048780487805
2207,2010,PHX,20.0,BELANGER,C,82.0,13.0,27.0,40.0,0.15853658536585366,0.32926829268292684,0.4878048780487805
563,2010,MIN,20.0,MIETTINEN,R,72.0,16.0,19.0,35.0,0.2222222222222222,0.2638888888888889,0.4861111111111111
503,2010,CAR,25.0,PITKANEN,D,72.0,5.0,30.0,35.0,0.06944444444444445,0.4166666666666667,0.4861111111111111
2437,2010,BUF,42.0,GERBE,C,64.0,16.0,15.0,31.0,0.25,0.234375,0.484375
695,2010,CHI,29.0,BICKELL,L,77.0,17.0,20.0,37.0,0.22077922077922077,0.2597402597402597,0.4805194805194805
1617,2010,DET,55.0,KRONWALL,D,77.0,11.0,26.0,37.0,0.14285714285714285,0.33766233766233766,0.4805194805194805
4969,2010,PIT,15.0,JEFFREY,C,25.0,7.0,5.0,12.0,0.28,0.2,0.48
3427,2010,PHI,20.0,PRONGER,D,50.0,4.0,20.0,24.0,0.08,0.4,0.48
3314,2010,FLA,21.0,HIGGINS,L,48.0,11.0,12.0,23.0,0.22916666666666666,0.25,0.4791666666666667
319,2010,PHI,25.0,CARLE,D,82.0,1.0,38.0,39.0,0.012195121951219513,0.4634146341463415,0.47560975609756095
1811,2010,BUF,57.0,MYERS,D,80.0,10.0,28.0,38.0,0.125,0.35,0.475
0,2010,MTL,11.0,GOMEZ,C,80.0,7.0,31.0,38.0,0.0875,0.3875,0.475
2348,2010,BOS,26.0,WHEELER,R,57.0,11.0,16.0,27.0,0.19298245614035087,0.2807017543859649,0.47368421052631576
4927,2010,FLA,63.0,DADONOV,R,36.0,8.0,9.0,17.0,0.2222222222222222,0.25,0.4722222222222222
539,2010,CAR,33.0,BABCHUK,D,17.0,3.0,5.0,8.0,0.17647058823529413,0.29411764705882354,0.47058823529411764
2894,2010,NSH,9.0,GOC,C,51.0,9.0,15.0,24.0,0.17647058823529413,0.29411764705882354,0.47058823529411764
3261,2010,PHX,86.0,WOLSKI,L,34.0,6.0,10.0,16.0,0.17647058823529413,0.29411764705882354,0.47058823529411764
824,2010,COL,10.0,CUMISKEY,D,17.0,1.0,7.0,8.0,0.058823529411764705,0.4117647058823529,0.47058823529411764
3379,2010,FLA,24.0,MCCABE,D,47.0,5.0,17.0,22.0,0.10638297872340426,0.3617021276595745,0.46808510638297873
2309,2010,PHX,22.0,STEMPNIAK,R,82.0,19.0,19.0,38.0,0.23170731707317074,0.23170731707317074,0.4634146341463415
497,2010,MIN,21.0,BRODZIAK,C,80.0,16.0,21.0,37.0,0.2,0.2625,0.4625
1335,2010,NJ,9.0,PARISE,L,13.0,3.0,3.0,6.0,0.23076923076923078,0.23076923076923078,0.46153846153846156
788,2010,CHI,22.0,BROUWER,R,78.0,17.0,19.0,36.0,0.21794871794871795,0.24358974358974358,0.46153846153846156
5272,2010,DAL,15.0,LANGENBRUNNER,R,39.0,5.0,13.0,18.0,0.1282051282051282,0.3333333333333333,0.46153846153846156
144,2010,TOR,9.0,ARMSTRONG,R,50.0,8.0,15.0,23.0,0.16,0.3,0.46
313,2010,PIT,9.0,DUPUIS,L,81.0,17.0,20.0,37.0,0.20987654320987653,0.24691358024691357,0.4567901234567901
3558,2010,CAR,14.0,SAMSONOV,L,57.0,10.0,16.0,26.0,0.17543859649122806,0.2807017543859649,0.45614035087719296
5503,2010,COL,6.0,JOHNSON,D,22.0,3.0,7.0,10.0,0.13636363636363635,0.3181818181818182,0.45454545454545453
96,2010,TOR,3.0,PHANEUF,D,66.0,8.0,22.0,30.0,0.12121212121212122,0.3333333333333333,0.45454545454545453
1426,2010,NJ,15.0,LANGENBRUNNER,R,31.0,4.0,10.0,14.0,0.12903225806451613,0.3225806451612903,0.45161290322580644
2538,2010,NYI,47.0,MACDONALD,D,60.0,4.0,23.0,27.0,0.06666666666666667,0.38333333333333336,0.45
379,2010,PIT,24.0,COOKE,L,67.0,12.0,18.0,30.0,0.1791044776119403,0.26865671641791045,0.44776119402985076
461,2010,MIN,22.0,CLUTTERBUCK,R,76.0,19.0,15.0,34.0,0.25,0.19736842105263158,0.4473684210526316
54,2010,MTL,52.0,DARCHE,L,56.0,11.0,14.0,25.0,0.19642857142857142,0.25,0.44642857142857145
3802,2010,STL,17.0,SOBOTKA,C,65.0,7.0,22.0,29.0,0.1076923076923077,0.3384615384615385,0.4461538461538462
4975,2010,CBJ,23.0,SESTITO,L,9.0,2.0,2.0,4.0,0.2222222222222222,0.2222222222222222,0.4444444444444444
5665,2010,NSH,12.0,FISHER,C,27.0,5.0,7.0,12.0,0.18518518518518517,0.25925925925925924,0.4444444444444444
2291,2010,PHX,8.0,UPSHALL,R,61.0,16.0,11.0,27.0,0.26229508196721313,0.18032786885245902,0.4426229508196721
1073,2010,EDM,91.0,PAAJARVI,L,77.0,15.0,19.0,34.0,0.19480519480519481,0.24675324675324675,0.44155844155844154
5713,2010,OTT,38.0,CONDRA,R,25.0,6.0,5.0,11.0,0.24,0.2,0.44
2028,2010,WSH,74.0,CARLSON,D,82.0,7.0,29.0,36.0,0.08536585365853659,0.35365853658536583,0.43902439024390244
409,2010,PHI,44.0,TIMONEN,D,82.0,6.0,30.0,36.0,0.07317073170731707,0.36585365853658536,0.43902439024390244
2732,2010,TB,9.0,DOWNIE,R,57.0,10.0,15.0,25.0,0.17543859649122806,0.2631578947368421,0.43859649122807015
4662,2010,CGY,33.0,BABCHUK,D,64.0,8.0,20.0,28.0,0.125,0.3125,0.4375
1893,2010,OTT,12.0,FISHER,C,55.0,14.0,10.0,24.0,0.2545454545454545,0.18181818181818182,0.43636363636363634
1944,2010,WSH,14.0,FLEISCHMANN,L,23.0,4.0,6.0,10.0,0.17391304347826086,0.2608695652173913,0.43478260869565216
5808,2010,SJ,9.0,WHITE,D,23.0,2.0,8.0,10.0,0.08695652173913043,0.34782608695652173,0.43478260869565216
1869,2010,BUF,55.0,HECHT,C,67.0,12.0,17.0,29.0,0.1791044776119403,0.2537313432835821,0.43283582089552236
1628,2010,ANA,33.0,BLAKE,L,74.0,16.0,16.0,32.0,0.21621621621621623,0.21621621621621623,0.43243243243243246
2920,2010,NSH,33.0,WILSON,C,79.0,16.0,18.0,34.0,0.20253164556962025,0.22784810126582278,0.43037974683544306
746,2010,COL,39.0,GALIARDI,L,35.0,7.0,8.0,15.0,0.2,0.22857142857142856,0.42857142857142855
2377,2010,NYR,26.0,CHRISTENSEN,C,63.0,11.0,16.0,27.0,0.1746031746031746,0.25396825396825395,0.42857142857142855
4186,2010,MTL,79.0,MARKOV,D,7.0,1.0,2.0,3.0,0.14285714285714285,0.2857142857142857,0.42857142857142855
2407,2010,NYR,22.0,BOYLE,C,82.0,21.0,14.0,35.0,0.25609756097560976,0.17073170731707318,0.4268292682926829
1033,2010,EDM,13.0,COGLIANO,C,82.0,11.0,24.0,35.0,0.13414634146341464,0.2926829268292683,0.4268292682926829
2177,2010,PHX,11.0,HANZAL,C,61.0,16.0,10.0,26.0,0.26229508196721313,0.16393442622950818,0.4262295081967213
5083,2010,PHX,89.0,BOEDKER,L,33.0,4.0,10.0,14.0,0.12121212121212122,0.30303030303030304,0.42424242424242425
4797,2010,SJ,61.0,BRAUN,D,26.0,2.0,9.0,11.0,0.07692307692307693,0.34615384615384615,0.4230769230769231
253,2010,PIT,10.0,LETESTU,C,64.0,14.0,13.0,27.0,0.21875,0.203125,0.421875
4252,2010,CHI,51.0,CAMPBELL,D,64.0,5.0,22.0,27.0,0.078125,0.34375,0.421875
4751,2010,NYI,36.0,HAMONIC,D,62.0,5.0,21.0,26.0,0.08064516129032258,0.3387096774193548,0.41935483870967744
3517,2010,MTL,44.0,HAMRLIK,D,79.0,5.0,28.0,33.0,0.06329113924050633,0.35443037974683544,0.4177215189873418
6216,2010,EDM,56.0,HARTIKAINEN,C,12.0,3.0,2.0,5.0,0.25,0.16666666666666666,0.4166666666666667
3084,2010,VAN,27.0,MALHOTRA,C,72.0,11.0,19.0,30.0,0.1527777777777778,0.2638888888888889,0.4166666666666667
1734,2010,OTT,71.0,FOLIGNO,L,82.0,14.0,20.0,34.0,0.17073170731707318,0.24390243902439024,0.4146341463414634
3355,2010,FLA,85.0,OLESZ,L,41.0,6.0,11.0,17.0,0.14634146341463414,0.2682926829268293,0.4146341463414634
2534,2010,NYI,12.0,BAILEY,C,70.0,11.0,18.0,29.0,0.15714285714285714,0.2571428571428571,0.4142857142857143
4561,2010,TOR,43.0,KADRI,C,29.0,3.0,9.0,12.0,0.10344827586206896,0.3103448275862069,0.41379310344827586
5967,2010,WSH,18.0,STURM,L,17.0,1.0,6.0,7.0,0.058823529411764705,0.35294117647058826,0.4117647058823529
2195,2010,PHX,14.0,PYATT,L,76.0,18.0,13.0,31.0,0.23684210526315788,0.17105263157894737,0.40789473684210525
3587,2010,CGY,18.0,STAJAN,C,76.0,6.0,25.0,31.0,0.07894736842105263,0.32894736842105265,0.40789473684210525
2389,2010,NYR,33.0,ROZSIVAL,D,32.0,3.0,10.0,13.0,0.09375,0.3125,0.40625
1899,2010,OTT,55.0,GONCHAR,D,67.0,7.0,20.0,27.0,0.1044776119402985,0.29850746268656714,0.40298507462686567
5914,2010,NSH,5.0,GEOFFRION,C,20.0,6.0,2.0,8.0,0.3,0.1,0.4
3993,2010,WSH,85.0,PERREAULT,C,35.0,7.0,7.0,14.0,0.2,0.2,0.4
2846,2010,STL,28.0,COLAIACOVO,D,65.0,6.0,20.0,26.0,0.09230769230769231,0.3076923076923077,0.4
4868,2010,BOS,91.0,SAVARD,C,25.0,2.0,8.0,10.0,0.08,0.32,0.4
4921,2010,BUF,12.0,MANCARI,R,20.0,1.0,7.0,8.0,0.05,0.35,0.4
4127,2010,DAL,36.0,LARSEN,D,5.0,0.0,2.0,2.0,0.0,0.4,0.4
3338,2010,FLA,14.0,DVORAK,R,53.0,7.0,14.0,21.0,0.1320754716981132,0.2641509433962264,0.39622641509433965
5189,2010,NJ,32.0,PALMIERI,R,43.0,9.0,8.0,17.0,0.20930232558139536,0.18604651162790697,0.3953488372093023
2321,2010,BOS,44.0,SEIDENBERG,D,81.0,7.0,25.0,32.0,0.08641975308641975,0.30864197530864196,0.3950617283950617
533,2010,CAR,4.0,MCBAIN,D,76.0,7.0,23.0,30.0,0.09210526315789473,0.3026315789473684,0.39473684210526316
4460,2010,NJ,21.0,TEDENBY,L,56.0,8.0,14.0,22.0,0.14285714285714285,0.25,0.39285714285714285
1992,2010,WSH,16.0,FEHR,R,51.0,10.0,10.0,20.0,0.19607843137254902,0.19607843137254902,0.39215686274509803
2076,2010,WSH,90.0,JOHANSSON,C,69.0,13.0,14.0,27.0,0.18840579710144928,0.2028985507246377,0.391304347826087
3732,2010,PHX,91.0,TURRIS,C,64.0,11.0,14.0,25.0,0.171875,0.21875,0.390625
120,2010,TOR,42.0,BOZAK,C,82.0,15.0,17.0,32.0,0.18292682926829268,0.2073170731707317,0.3902439024390244
3320,2010,FLA,19.0,REASONER,C,82.0,14.0,18.0,32.0,0.17073170731707318,0.21951219512195122,0.3902439024390244
1299,2010,DAL,29.0,OTT,C,82.0,12.0,20.0,32.0,0.14634146341463414,0.24390243902439024,0.3902439024390244
1547,2010,DET,43.0,HELM,C,82.0,12.0,20.0,32.0,0.14634146341463414,0.24390243902439024,0.3902439024390244
2687,2010,TB,19.0,MOORE,C,77.0,18.0,12.0,30.0,0.23376623376623376,0.15584415584415584,0.38961038961038963
1437,2010,NJ,25.0,ARNOTT,C,62.0,13.0,11.0,24.0,0.20967741935483872,0.1774193548387097,0.3870967741935484
1863,2010,OTT,22.0,KELLY,C,57.0,12.0,10.0,22.0,0.21052631578947367,0.17543859649122806,0.38596491228070173
1431,2010,NJ,8.0,ZUBRUS,C,78.0,13.0,17.0,30.0,0.16666666666666666,0.21794871794871795,0.38461538461538464
587,2010,CAR,59.0,LAROSE,R,81.0,16.0,15.0,31.0,0.19753086419753085,0.18518518518518517,0.38271604938271603
1794,2010,BUF,28.0,GAUSTAD,C,81.0,12.0,19.0,31.0,0.14814814814814814,0.2345679012345679,0.38271604938271603
331,2010,PHI,93.0,ZHERDEV,R,55.0,16.0,5.0,21.0,0.2909090909090909,0.09090909090909091,0.38181818181818183
1917,2010,BUF,44.0,SEKERA,D,76.0,4.0,25.0,29.0,0.05263157894736842,0.32894736842105265,0.3815789473684211
3197,2010,LA,17.0,SIMMONDS,R,79.0,14.0,16.0,30.0,0.17721518987341772,0.20253164556962025,0.379746835443038
90,2010,MTL,57.0,POULIOT,L,79.0,13.0,17.0,30.0,0.16455696202531644,0.21518987341772153,0.379746835443038
2395,2010,NYR,5.0,GIRARDI,D,79.0,4.0,26.0,30.0,0.05063291139240506,0.3291139240506329,0.379746835443038
2460,2010,NYR,19.0,FEDOTENKO,L,66.0,10.0,15.0,25.0,0.15151515151515152,0.22727272727272727,0.3787878787878788
2717,2010,TB,26.0,STLOUIS,R,82.0,31.0,0.0,31.0,0.3780487804878049,0.0,0.3780487804878049
2560,2010,NYI,27.0,JURCINA,D,45.0,4.0,13.0,17.0,0.08888888888888889,0.28888888888888886,0.37777777777777777
1067,2010,CGY,10.0,HAGMAN,L,69.0,11.0,15.0,26.0,0.15942028985507245,0.21739130434782608,0.37681159420289856
2419,2010,NYR,18.0,STAAL,D,77.0,7.0,22.0,29.0,0.09090909090909091,0.2857142857142857,0.37662337662337664
2761,2010,TB,10.0,BERGENHEIM,L,80.0,14.0,16.0,30.0,0.175,0.2,0.375
983,2010,CGY,3.0,WHITE,D,16.0,2.0,4.0,6.0,0.125,0.25,0.375
1541,2010,DET,90.0,MODANO,C,40.0,4.0,11.0,15.0,0.1,0.275,0.375
5749,2010,BOS,12.0,KABERLE,D,24.0,1.0,8.0,9.0,0.041666666666666664,0.3333333333333333,0.375
2431,2010,NYR,31.0,FROLOV,L,43.0,7.0,9.0,16.0,0.16279069767441862,0.20930232558139536,0.37209302325581395
5408,2010,SJ,20.0,WELLWOOD,C,35.0,5.0,8.0,13.0,0.14285714285714285,0.22857142857142856,0.37142857142857144
5719,2010,PHI,10.0,VERSTEEG,R,27.0,7.0,3.0,10.0,0.25925925925925924,0.1111111111111111,0.37037037037037035
1464,2010,DAL,3.0,ROBIDAS,D,81.0,5.0,25.0,30.0,0.06172839506172839,0.30864197530864196,0.37037037037037035
1776,2010,OTT,26.0,SHANNON,R,73.0,11.0,16.0,27.0,0.1506849315068493,0.2191780821917808,0.3698630136986301
3481,2010,LA,12.0,LOKTIONOV,C,19.0,4.0,3.0,7.0,0.21052631578947367,0.15789473684210525,0.3684210526315789
5891,2010,PIT,72.0,KOVALEV,R,19.0,2.0,5.0,7.0,0.10526315789473684,0.2631578947368421,0.3684210526315789
6080,2010,CHI,14.0,CAMPOLI,D,19.0,1.0,6.0,7.0,0.05263157894736842,0.3157894736842105,0.3684210526315789
1204,2010,CBJ,6.0,STRALMAN,D,49.0,1.0,17.0,18.0,0.02040816326530612,0.3469387755102041,0.3673469387755102
156,2010,MTL,15.0,HALPERN,C,71.0,11.0,15.0,26.0,0.15492957746478872,0.2112676056338028,0.36619718309859156
527,2010,CAR,16.0,SUTTER,C,82.0,14.0,16.0,30.0,0.17073170731707318,0.1951219512195122,0.36585365853658536
1145,2010,CBJ,24.0,MACKENZIE,C,63.0,9.0,14.0,23.0,0.14285714285714285,0.2222222222222222,0.36507936507936506
